FID,cnuc,nome_uc,area_ha,acao,tipo,satelite,obs,juliano,data,ano,mes_nome,mes_num,categoria,local,area_uc,area_ent,bioma,gr_nome,ngi,cr,GlobalID,Shape__Are,Shape__Len,Shape__Area,Shape__Length,ct
357824,0000.00.0076,ESEC Serra Geral do Tocantins,110.487354968228,incendio,incendio,planet, ,250,10/27/2025 12:00:00 AM,2025,out,10,incendio,interior,110.487354968228,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,1156074.25097656,8983.36819329216, 
357825,0000.00.0174,PARNA do Monte Roraima,27.6191211779586,queima controlada,manejo,planet,Queima do dia 09/01,9,1/10/2025 12:00:00 AM,2025,jan,01,manejo,interior,27.6191211779586,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Roraima,CR Manaus,,,,280068.852783203,2995.87987600679,CT Manaus
357826,0000.00.0219,REVIS das Veredas do Oeste Baiano,482.800290530153,queima prescrita,manejo,planet,Queima entre os dias 04/06 e 06/06,156,6/8/2025 12:00:00 AM,2025,jun,06,manejo,interior,482.800290530153,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Mambaí, ,,,,5158850.69287109,54825.8578459842, 
357827,0000.00.0219,REVIS das Veredas do Oeste Baiano,641.028149757114,incendio,incendio,planet, ,322,11/29/2025 12:00:00 AM,2025,nov,11,incendio,interior,641.028149757114,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Mambaí, ,,,,6865275.08007813,28629.5081157169, 
357828,0000.00.0174,PARNA do Monte Roraima,81.0866010302857,queima controlada,manejo,planet,Queima do dia 09/01,9,1/10/2025 12:00:00 AM,2025,jan,01,manejo,interior,81.0866010302857,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Roraima,CR Manaus,,,,822080.505371094,6301.99763778649,CT Manaus
357829,0000.00.0174,PARNA do Monte Roraima,6.94137562458356,queima controlada,manejo,planet,Queima do dia 09/01,9,1/10/2025 12:00:00 AM,2025,jan,01,manejo,interior,6.94137562458356,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Roraima,CR Manaus,,,,70384.4633789063,1224.01341640964,CT Manaus
357830,0000.00.0174,PARNA do Monte Roraima,17.1265323021832,queima controlada,manejo,planet,Queima do dia 09/01,9,1/10/2025 12:00:00 AM,2025,jan,01,manejo,interior,17.1265323021832,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Roraima,CR Manaus,,,,173661.286376953,2992.74892575865,CT Manaus
357831,0000.00.0174,PARNA do Monte Roraima,82.4454086699334,queima controlada,manejo,planet,Queima do dia 09/01,9,1/10/2025 12:00:00 AM,2025,jan,01,manejo,interior,82.4454086699334,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Roraima,CR Manaus,,,,835966.357177734,7932.2964546721,CT Manaus
357832,0000.00.0174,PARNA do Monte Roraima,14.7565033030665,queima controlada,manejo,planet,Queima do dia 08/01,8,1/10/2025 12:00:00 AM,2025,jan,01,manejo,interior,14.7565033030665,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Roraima,CR Manaus,,,,149618.171386719,1756.07280548838,CT Manaus
357833,0000.00.0076,ESEC Serra Geral do Tocantins,46.1494633106921,queima prescrita,manejo,planet,Queima do dia 10/03,70,4/9/2025 12:00:00 AM,2025,abr,04,manejo,interior,46.1494633106921,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,480970.784667969,3645.93271131754, 
357834,0000.00.0272,PARNA da Chapada das Mesas,39.0219027027002,queima controlada,manejo,planet,Queima do dia 03/05,124,5/8/2025 12:00:00 AM,2025,mai,05,manejo,interior,39.0219027027002,0,CERRADO,GR 2 - NORDESTE,-, ,,,,399216.967529297,3061.08428923904,CT Fortaleza
357835,0000.00.0174,PARNA do Monte Roraima,156.986227064559,queima controlada,manejo,planet,Queima do dia 08/01,8,1/10/2025 12:00:00 AM,2025,jan,01,manejo,interior,156.986227064559,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Roraima,CR Manaus,,,,1591736.85302734,9082.47569155575,CT Manaus
357836,0000.00.0272,PARNA da Chapada das Mesas,264.994267259064,queima controlada,manejo,planet,Queima do dia 06/02,37,2/18/2025 12:00:00 AM,2025,fev,02,manejo,interior,264.994267259064,0,CERRADO,GR 2 - NORDESTE,-, ,,,,2709037.63110352,7466.04459274803,CT Fortaleza
357837,0000.00.0144,PARNA da Serra da Canastra,170.49930785571,queima prescrita,manejo,planet,Quema entre os dias 16/02 e 17/02,47,2/18/2025 12:00:00 AM,2025,fev,02,manejo,interior,170.49930785571,0,CERRADO,GR 4 - SUDESTE,-, ,,,,1949154.03125,7999.81413760355, 
357838,0000.00.0144,PARNA da Serra da Canastra,485.896662724849,queima prescrita,manejo,planet,Queima do dia 20/02,51,2/23/2025 12:00:00 AM,2025,fev,02,manejo,interior,485.896662724849,0,CERRADO,GR 4 - SUDESTE,-, ,,,,5547551.31347656,11966.7799414427, 
357839,0000.00.0076,ESEC Serra Geral do Tocantins,55.1306183005745,queima controlada,manejo,planet,Queima do dia 04/04,95,4/9/2025 12:00:00 AM,2025,abr,04,manejo,interior,55.1306183005745,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,574404.549804688,4869.5271056986, 
357840,0000.00.0139,PARNA da Chapada dos Veadeiros,134.046322819671,gestao de ignicao natural,manejo,planet,Fogo originado por raio,71,3/13/2025 12:00:00 AM,2025,mar,03,manejo,interior,134.046322819671,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,1431540.60400391,9293.11114574393, 
357841,0000.00.0139,PARNA da Chapada dos Veadeiros,44.891011005828,queima prescrita,manejo,planet,Queima do dia 08/04,99,4/9/2025 12:00:00 AM,2025,abr,04,manejo,interior,44.891011005828,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,479080.107910156,5983.89050068238, 
357842,0000.00.0076,ESEC Serra Geral do Tocantins,407.15018078437,incendio,incendio,planet, ,38,2/26/2025 12:00:00 AM,2025,fev,02,incendio,interior,407.15018078437,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,4250673.46923828,12073.4913404592, 
357843,0000.00.0076,ESEC Serra Geral do Tocantins,23.9695504445777,queima prescrita,manejo,planet,Queima do dia 05/05,126,5/21/2025 12:00:00 AM,2025,mai,05,manejo,interior,23.9695504445777,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,250205.4453125,2186.08006583885, 
357844,0000.00.0272,PARNA da Chapada das Mesas,8.88444143865856,queima prescrita,manejo,planet,Queima do dia 12/05,133,5/15/2025 12:00:00 AM,2025,mai,05,manejo,interior,8.88444143865856,0,CERRADO,GR 2 - NORDESTE,-, ,,,,90772.6474609375,1265.38885855879,CT Fortaleza
357845,0000.00.0144,PARNA da Serra da Canastra,287.721721104322,queima prescrita,manejo,planet,Queima do dia 06/02,37,2/15/2025 12:00:00 AM,2025,fev,02,manejo,interior,287.721721104322,0,CERRADO,GR 4 - SUDESTE,-, ,,,,3283010.95507813,11202.7979136817, 
357846,0000.00.0148,PARNA da Serra do Cipó,287.238214256895,queima prescrita,manejo,planet,Queima do dia 06/02,37,2/11/2025 12:00:00 AM,2025,fev,02,manejo,interior,287.238214256895,0,CERRADO,GR 4 - SUDESTE,Núcleo de Gestão Integrada - ICMBio Cipó-Pedreira, ,,,,3249677.36914063,13323.9529617638, 
357847,0000.00.0027,APA Morro da Pedreira,11.7800847543895,queima prescrita,manejo,planet,Queima do dia 06/02,37,2/11/2025 12:00:00 AM,2025,fev,02,manejo,interior,11.7800847543895,0,CERRADO,GR 4 - SUDESTE,Núcleo de Gestão Integrada - ICMBio Cipó-Pedreira, ,,,,133299.072265625,2686.91424045877, 
357848,0000.00.0140,PARNA da Lagoa do Peixe,6.04030007295935,queima prescrita,manejo,planet,Queima do dia 05/02,36,2/11/2025 12:00:00 AM,2025,fev,02,manejo,interior,6.04030007295935,0,PAMPA,GR 5 - SUL,-, ,,,,82550.646484375,1693.4328238075, 
357849,0000.00.0159,PARNA de Brasília,5.71028795265489,queima prescrita,manejo,planet,Queima entre os dias 10/03 e 11/03,71,3/16/2025 12:00:00 AM,2025,mar,03,manejo,interior,5.71028795265489,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Brasília-Contagem, ,,,,61941.7939453125,1754.58979594023, 
357850,0000.00.0159,PARNA de Brasília,8.78862600543304,queima prescrita,manejo,planet,Queima entre os dias 10/03 e 11/03,71,3/16/2025 12:00:00 AM,2025,mar,03,manejo,interior,8.78862600543304,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Brasília-Contagem, ,,,,95355.228515625,2494.30382159365, 
357851,0000.00.0169,PARNA do Cabo Orange,388.846115169262,incendio,incendio,planet, ,341,12/10/2025 12:00:00 AM,2025,dez,12,incendio,interior,388.846115169262,0,AMAZÔNIA,GR 1 - NORTE,-,CR Belém,,,,3924699.38793945,22065.9142025707,CT Belém
357852,0000.00.0144,PARNA da Serra da Canastra,186.735575018923,queima prescrita,manejo,planet,Queima do dia 05/02,36,2/15/2025 12:00:00 AM,2025,fev,02,manejo,interior,186.735575018923,0,CERRADO,GR 4 - SUDESTE,-, ,,,,2130242.79980469,9987.85813255435, 
357853,0000.00.0144,PARNA da Serra da Canastra,109.500573506398,queima prescrita,manejo,planet,Queima do dia 05/02,36,2/15/2025 12:00:00 AM,2025,fev,02,manejo,interior,109.500573506398,0,CERRADO,GR 4 - SUDESTE,-, ,,,,1249657.30273438,4717.61831114692, 
357854,0000.00.0139,PARNA da Chapada dos Veadeiros,32.2873341269409,queima prescrita,manejo,planet,Queima do dia 18/02,49,2/24/2025 12:00:00 AM,2025,fev,02,manejo,interior,32.2873341269409,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,344678.740722656,3943.53931273478, 
357855,0000.00.0144,PARNA da Serra da Canastra,715.802137718774,queima prescrita,manejo,planet,Queima entre os dias 12/02 e 13/02,41,2/15/2025 12:00:00 AM,2025,fev,02,manejo,interior,715.802137718774,0,CERRADO,GR 4 - SUDESTE,-, ,,,,8170003.53710938,21091.1774106699, 
357856,0000.00.0027,APA Morro da Pedreira,31.5315145466,queima prescrita,manejo,planet,Queima do dia 11/04,102,4/11/2025 12:00:00 AM,2025,abr,04,manejo,interior,31.5315145466,0,CERRADO,GR 4 - SUDESTE,Núcleo de Gestão Integrada - ICMBio Cipó-Pedreira, ,,,,355050.115234375,2827.79342034072, 
357857,0000.00.0076,ESEC Serra Geral do Tocantins,7948.35819637461,incendio,incendio,planet, ,299,11/14/2025 12:00:00 AM,2025,nov,11,incendio,interior,7948.35819637461,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,82949381.3774414,109989.172512811, 
357858,0000.00.0144,PARNA da Serra da Canastra,2235.32054902815,queima prescrita,manejo,planet,Queima do dia 21/02,51,2/23/2025 12:00:00 AM,2025,fev,02,manejo,interior,2235.32054902815,0,CERRADO,GR 4 - SUDESTE,-, ,,,,25515181.2070313,29421.7164799027, 
357859,0000.00.0144,PARNA da Serra da Canastra,801.035084186109,queima prescrita,manejo,planet,Queima do dia 21/02,52,2/23/2025 12:00:00 AM,2025,fev,02,manejo,interior,801.035084186109,0,CERRADO,GR 4 - SUDESTE,-, ,,,,9153646.44335938,19636.6468874828, 
357860,0000.00.0076,ESEC Serra Geral do Tocantins,40.6795449492581,queima prescrita,manejo,planet,Queima do dia 02/04,93,4/19/2025 12:00:00 AM,2025,abr,04,manejo,interior,40.6795449492581,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,424920.658691406,4113.59883213851, 
357861,0000.00.0076,ESEC Serra Geral do Tocantins,410.746539603545,incendio,incendio,planet, ,283,10/28/2025 12:00:00 AM,2025,out,10,incendio,interior,410.746539603545,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,4277204.69433594,21159.8382518554, 
357862,0000.00.0144,PARNA da Serra da Canastra,208.201112715147,queima prescrita,manejo,planet,Queima entre os dias 21/02 e 23/02,52,2/25/2025 12:00:00 AM,2025,fev,02,manejo,interior,208.201112715147,0,CERRADO,GR 4 - SUDESTE,-, ,,,,2387783.16699219,10620.2404634432, 
357863,0000.00.0144,PARNA da Serra da Canastra,33.0975603177649,queima prescrita,manejo,planet,Queima entre os dias 21/02 e 23/02,52,2/25/2025 12:00:00 AM,2025,fev,02,manejo,interior,33.0975603177649,0,CERRADO,GR 4 - SUDESTE,-, ,,,,379664.794921875,3279.41985675357, 
357864,0000.00.0144,PARNA da Serra da Canastra,30.1522245856913,queima prescrita,manejo,planet,Queima entre os dias 21/02 e 23/02,52,2/25/2025 12:00:00 AM,2025,fev,02,manejo,interior,30.1522245856913,0,CERRADO,GR 4 - SUDESTE,-, ,,,,345840.904296875,3774.29266762956, 
357865,0000.00.0076,ESEC Serra Geral do Tocantins,270.047520551386,gestao de ignicao antropica,manejo,planet, ,39,2/26/2025 12:00:00 AM,2025,fev,02,manejo,interior,270.047520551386,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,2820328.59228516,10813.748777995, 
357866,0000.00.0076,ESEC Serra Geral do Tocantins,464.313494465624,queima prescrita,manejo,planet,Queima do dia 25/03,85,4/9/2025 12:00:00 AM,2025,abr,04,manejo,interior,464.313494465624,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,4837177.47021484,12299.5735872181, 
357867,0000.00.0076,ESEC Serra Geral do Tocantins,144.267734483663,queima prescrita,manejo,planet,Queima do dia 18/02,49,3/7/2025 12:00:00 AM,2025,mar,03,manejo,interior,144.267734483663,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,1503030.04882813,8370.578424604, 
357868,0000.00.0076,ESEC Serra Geral do Tocantins,116.082058222341,queima prescrita,manejo,planet,Queima do dia 18/02,49,3/7/2025 12:00:00 AM,2025,mar,03,manejo,interior,116.082058222341,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,1209581.31738281,6877.04592198177, 
357869,0000.00.0076,ESEC Serra Geral do Tocantins,17.4581722950715,queima prescrita,manejo,planet,Queima do dia 18/02,49,3/7/2025 12:00:00 AM,2025,mar,03,manejo,interior,17.4581722950715,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,181923.93359375,2381.80836677414, 
357870,0000.00.0076,ESEC Serra Geral do Tocantins,95.3387014479884,queima prescrita,manejo,planet,Queima do dia 18/02,49,3/7/2025 12:00:00 AM,2025,mar,03,manejo,interior,95.3387014479884,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,993464.537109375,5861.74013406944, 
357871,0000.00.0272,PARNA da Chapada das Mesas,12.6584820706878,queima prescrita,manejo,planet,Queima do dia 18/06,169,7/15/2025 12:00:00 AM,2025,jul,07,manejo,interior,12.6584820706878,0,CERRADO,GR 2 - NORDESTE,-, ,,,,129437.297607422,1489.68707706053,CT Fortaleza
357872,0000.00.0076,ESEC Serra Geral do Tocantins,593.140680956261,queima prescrita,manejo,planet,Queima do dia 18/02,49,3/7/2025 12:00:00 AM,2025,mar,03,manejo,interior,593.140680956261,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,6180368.96142578,25623.329865517, 
357873,0000.00.0076,ESEC Serra Geral do Tocantins,36.7573845068852,queima prescrita,manejo,planet,Queima do dia 03/04,94,4/9/2025 12:00:00 AM,2025,abr,04,manejo,interior,36.7573845068852,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,383916.262695313,4671.49733981963, 
357874,0000.00.0076,ESEC Serra Geral do Tocantins,38.2205562436256,queima prescrita,manejo,planet,Queima do dia 18/02,49,3/7/2025 12:00:00 AM,2025,mar,03,manejo,interior,38.2205562436256,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,398075.665039063,3995.33090298822, 
357875,0000.00.0076,ESEC Serra Geral do Tocantins,234.739252361907,queima prescrita,manejo,planet,Queima do dia 18/02,49,3/7/2025 12:00:00 AM,2025,mar,03,manejo,interior,234.739252361907,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,2444774.05029297,10452.8741658581, 
357876,0000.00.0076,ESEC Serra Geral do Tocantins,67.1528784208557,queima prescrita,manejo,planet,Queima do dia 18/02,49,3/7/2025 12:00:00 AM,2025,mar,03,manejo,interior,67.1528784208557,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,699318.175292969,8797.48495989447, 
357877,0000.00.0076,ESEC Serra Geral do Tocantins,11.4359620451456,queima controlada,manejo,planet,Queima do dia 13/05,134,5/21/2025 12:00:00 AM,2025,mai,05,manejo,interior,11.4359620451456,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,119158.760742188,1528.96887308121, 
357878,0000.00.0076,ESEC Serra Geral do Tocantins,34.0613268268273,queima prescrita,manejo,planet,Queima do dia 18/02,49,3/7/2025 12:00:00 AM,2025,mar,03,manejo,interior,34.0613268268273,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,354660.974609375,5358.77082281862, 
357879,0000.00.0076,ESEC Serra Geral do Tocantins,188.419039866154,queima prescrita,manejo,planet,Queima do dia 18/02,49,3/7/2025 12:00:00 AM,2025,mar,03,manejo,interior,188.419039866154,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,1961639.0859375,19333.1723218526, 
357880,0000.00.0076,ESEC Serra Geral do Tocantins,119.781742054889,gestao de ignicao antropica,manejo,planet, ,62,3/7/2025 12:00:00 AM,2025,mar,03,manejo,interior,119.781742054889,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,1249423.59033203,6065.28363084664, 
357881,0000.00.0124,FLONA do Tapirape-aquiri,0.614415207714334,incendio,incendio,planet,Fumaça detectada na região no dia 26/07. Primeiros focos de calor só foram detectados no dia 31/07,208,8/5/2025 12:00:00 AM,2025,ago,08,incendio,interior,0.614415207714334,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Carajás,CR Belém,,,,6250.462890625,321.622956274421,CT Santarém
357882,0000.00.0076,ESEC Serra Geral do Tocantins,636.441871525439,queima prescrita,manejo,planet,Queima do dia 19/02,50,2/26/2025 12:00:00 AM,2025,fev,02,manejo,interior,636.441871525439,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,6627472.40478516,32349.6551488272, 
357883,0000.00.0076,ESEC Serra Geral do Tocantins,32.3735437486044,gestao de ignicao antropica,manejo,planet, ,62,3/7/2025 12:00:00 AM,2025,mar,03,manejo,interior,32.3735437486044,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,337704.51953125,3572.90671935068, 
357884,0000.00.0076,ESEC Serra Geral do Tocantins,994.340279864339,incendio,incendio,planet, ,50,3/7/2025 12:00:00 AM,2025,mar,03,incendio,interior,994.340279864339,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,10353739.1064453,25855.7928521243, 
357885,0000.00.0155,PARNA das Emas,113.397908243935,aceiro,manejo,planet,Queima do dia 06/05,127,5/16/2025 12:00:00 AM,2025,mai,05,manejo,interior,113.397908243935,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,1264893.77441406,19330.8438953794, 
357886,0000.00.0139,PARNA da Chapada dos Veadeiros,447.078749438716,queima prescrita,manejo,planet,Queima do dia 20/03,80,3/25/2025 12:00:00 AM,2025,mar,03,manejo,interior,447.078749438716,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,4781089.484375,18712.3403212578, 
357887,0000.00.0144,PARNA da Serra da Canastra,69.3864087219282,queima controlada,manejo,planet,Queima do dia 05/05,126,5/8/2025 12:00:00 AM,2025,mai,05,manejo,interior,69.3864087219282,0,CERRADO,GR 4 - SUDESTE,-, ,,,,793015.801757813,6210.48007667758, 
357888,0000.00.0157,PARNA das Sempre-Vivas,42.4403925043861,incendio,incendio,planet, ,58,3/9/2025 12:00:00 AM,2025,mar,03,incendio,interior,42.4403925043861,0,CERRADO,GR 4 - SUDESTE,-, ,,,,471501.8984375,3763.502796237, 
357889,0000.00.0157,PARNA das Sempre-Vivas,28.3168421814548,incendio,incendio,planet, ,58,3/9/2025 12:00:00 AM,2025,mar,03,incendio,interior,28.3168421814548,0,CERRADO,GR 4 - SUDESTE,-, ,,,,314588.12890625,3650.31921025146, 
357890,0000.00.0144,PARNA da Serra da Canastra,3.26247421376213,queima controlada,manejo,planet,Queima do dia 04/05,125,5/8/2025 12:00:00 AM,2025,mai,05,manejo,interior,3.26247421376213,0,CERRADO,GR 4 - SUDESTE,-, ,,,,37289.998046875,827.21469331661, 
357891,0000.00.0272,PARNA da Chapada das Mesas,5.44098611360528,queima controlada,manejo,planet,Queima do dia 03/05,124,5/8/2025 12:00:00 AM,2025,mai,05,manejo,interior,5.44098611360528,0,CERRADO,GR 2 - NORDESTE,-, ,,,,55666.6616210938,1438.27339173626,CT Fortaleza
357892,0000.00.0272,PARNA da Chapada das Mesas,80.1958042132215,queima controlada,manejo,planet,Queima do dia 03/05,124,5/8/2025 12:00:00 AM,2025,mai,05,manejo,interior,80.1958042132215,0,CERRADO,GR 2 - NORDESTE,-, ,,,,820450.193847656,7063.90969074247,CT Fortaleza
357893,0000.00.0272,PARNA da Chapada das Mesas,7.123989418742,incendio,incendio,planet, ,129,5/15/2025 12:00:00 AM,2025,mai,05,incendio,interior,7.123989418742,0,CERRADO,GR 2 - NORDESTE,-, ,,,,72862.4760742188,1266.71168277655,CT Fortaleza
357894,0000.00.0025,APA das Ilhas e Várzeas do Rio Paraná,151.338015463247,incendio,incendio,planet, ,62,3/9/2025 12:00:00 AM,2025,mar,03,incendio,interior,151.338015463247,0,MATA ATLÂNTICA,GR 5 - SUL,Núcleo de Gestão Integrada - ICMBio Rio Paraná, ,,,,1788568.57226563,11392.1278309539, 
357895,0000.00.0023,APA do Planalto Central,51.0817214128455,incendio,incendio,planet, ,67,3/12/2025 12:00:00 AM,2025,mar,03,incendio,interior,51.0817214128455,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,552066.888671875,10174.3241630544, 
357896,0000.00.0023,APA do Planalto Central,267.848530842322,incendio,incendio,planet, ,67,3/12/2025 12:00:00 AM,2025,mar,03,incendio,interior,267.848530842322,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,2895351.00390625,33092.4113516204, 
357897,0000.00.0076,ESEC Serra Geral do Tocantins,65.3230160109292,queima controlada,manejo,planet,Queima do dia 04/04,95,4/9/2025 12:00:00 AM,2025,abr,04,manejo,interior,65.3230160109292,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,680429.005859375,4191.73327619701, 
357898,0000.00.0076,ESEC Serra Geral do Tocantins,4543.07941087661,queima prescrita,manejo,planet,Queima do dia 06/03,66,3/7/2025 12:00:00 AM,2025,mar,03,manejo,interior,4543.07941087661,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,47449626.6694336,60256.5869164521, 
357899,0000.00.0192,REBIO da Contagem,34.6068942047779,queima prescrita,manejo,planet,Queima do dia 06/03,66,3/8/2025 12:00:00 AM,2025,mar,03,manejo,interior,34.6068942047779,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Brasília-Contagem, ,,,,375414.1171875,3199.18407683473, 
357900,0000.00.0023,APA do Planalto Central,0.021106808942951,queima prescrita,manejo,planet,Queima do dia 06/03,66,3/8/2025 12:00:00 AM,2025,mar,03,manejo,interior,0.021106808942951,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,228.9609375,357.243587858899, 
357901,0000.00.0219,REVIS das Veredas do Oeste Baiano,12.7121982143642,incendio,incendio,planet, ,281,10/9/2025 12:00:00 AM,2025,out,10,incendio,interior,12.7121982143642,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Mambaí, ,,,,136129.504394531,1910.16349647979, 
357902,0000.00.0192,REBIO da Contagem,5.46128734605303,queima prescrita,manejo,planet,Queima do dia 06/03,66,3/8/2025 12:00:00 AM,2025,mar,03,manejo,interior,5.46128734605303,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Brasília-Contagem, ,,,,59248.5751953125,2138.82781288336, 
357903,0000.00.0192,REBIO da Contagem,1.44956797832153,queima prescrita,manejo,planet,Queima do dia 06/03,66,3/8/2025 12:00:00 AM,2025,mar,03,manejo,interior,1.44956797832153,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Brasília-Contagem, ,,,,15727.271484375,537.876500048779, 
357904,0000.00.0192,REBIO da Contagem,1.15550926602404,queima prescrita,manejo,planet,Queima do dia 06/03,66,3/8/2025 12:00:00 AM,2025,mar,03,manejo,interior,1.15550926602404,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Brasília-Contagem, ,,,,12537.24609375,486.389380690136, 
357905,0000.00.0139,PARNA da Chapada dos Veadeiros,277.100053361992,queima prescrita,manejo,planet,Queima do dia 07/03,67,3/9/2025 12:00:00 AM,2025,mar,03,manejo,interior,277.100053361992,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,2964492.32910156,13292.054149452, 
357906,0000.00.0192,REBIO da Contagem,86.8230701083295,queima prescrita,manejo,planet,Queima do dia 08/03,68,3/10/2025 12:00:00 AM,2025,mar,03,manejo,interior,86.8230701083295,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Brasília-Contagem, ,,,,941733.383789063,4273.84442533623, 
357907,0000.00.0159,PARNA de Brasília,87.7235565752643,queima prescrita,manejo,planet,Queima entre os dias 10/03 e 11/03,70,3/11/2025 12:00:00 AM,2025,mar,03,manejo,interior,87.7235565752643,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Brasília-Contagem, ,,,,951619.099609375,8481.47866982329, 
357908,0000.00.0023,APA do Planalto Central,10.238867827641,incendio,incendio,planet, ,67,3/12/2025 12:00:00 AM,2025,mar,03,incendio,interior,10.238867827641,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,110661.322265625,3039.10658347962, 
357909,0000.00.0023,APA do Planalto Central,7.88491704116404,incendio,incendio,planet, ,67,3/12/2025 12:00:00 AM,2025,mar,03,incendio,interior,7.88491704116404,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,85234.7412109375,2444.72844754621, 
357910,0000.00.0023,APA do Planalto Central,10.3393216198643,incendio,incendio,planet, ,67,3/12/2025 12:00:00 AM,2025,mar,03,incendio,interior,10.3393216198643,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,111796.595703125,1942.20418692755, 
357911,0000.00.0157,PARNA das Sempre-Vivas,6.73319491958242,incendio,incendio,planet, ,43,2/19/2025 12:00:00 AM,2025,fev,02,incendio,interior,6.73319491958242,0,CERRADO,GR 4 - SUDESTE,-, ,,,,74678.302734375,1378.08065975896, 
357912,0000.00.0023,APA do Planalto Central,13.5561169261443,incendio,incendio,planet, ,67,3/12/2025 12:00:00 AM,2025,mar,03,incendio,interior,13.5561169261443,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,146600.646484375,3286.67380739438, 
357913,0000.00.0023,APA do Planalto Central,2.38001295029337,incendio,incendio,planet, ,67,3/12/2025 12:00:00 AM,2025,mar,03,incendio,interior,2.38001295029337,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,25739.890625,609.420115884505, 
