FID,cnuc,nome_uc,area_ha,acao,tipo,satelite,obs,juliano,data,ano,mes_nome,mes_num,categoria,local,area_uc,area_ent,bioma,gr_nome,ngi,cr,GlobalID,Shape__Are,Shape__Len,Shape__Area,Shape__Length,ct
360417,0000.00.0027,APA Morro da Pedreira,270.007921958902,incendio,incendio,planet, ,282,10/29/2025 12:00:00 AM,2025,out,10,incendio,interior,270.007921958902,0,CERRADO,GR 4 - SUDESTE,Núcleo de Gestão Integrada - ICMBio Cipó-Pedreira, ,,,,3042718.15527344,13238.3960220333, 
360418,0000.00.0168,PARNA do Araguaia,7051.32981345029,queima prescrita,manejo,planet, ,299,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,7051.32981345029,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,73600167.0615234,129639.902995964, 
360419,0000.00.0168,PARNA do Araguaia,10.8066895810669,incendio,incendio,planet, ,229,8/25/2025 12:00:00 AM,2025,ago,08,incendio,interior,10.8066895810669,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,112498.886230469,1581.81212895562, 
360420,0000.00.0206,REBIO do Guaporé,14.4434384922606,incendio,incendio,planet, ,261,10/12/2025 12:00:00 AM,2025,out,10,incendio,interior,14.4434384922606,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Cautário-Guaporé, ,,,,152571.106445313,2276.82532832999,CT Porto Velho
360421,0000.00.3136,PARNA da Serra do Gandarela,9.80584862383829,incendio,incendio,planet, ,299,10/27/2025 12:00:00 AM,2025,out,10,incendio,interior,9.80584862383829,0,MATA ATLÂNTICA,GR 4 - SUDESTE,-, ,,,,111602.916015625,1399.99536062081, 
360422,0000.00.0027,APA Morro da Pedreira,197.796500184212,incendio,incendio,planet, ,302,10/29/2025 12:00:00 AM,2025,out,10,incendio,interior,197.796500184212,0,CERRADO,GR 4 - SUDESTE,Núcleo de Gestão Integrada - ICMBio Cipó-Pedreira, ,,,,2236558.68457031,9854.8484392242, 
360423,0000.00.3136,PARNA da Serra do Gandarela,104.479817545405,incendio,incendio,planet, ,299,10/27/2025 12:00:00 AM,2025,out,10,incendio,interior,104.479817545405,0,MATA ATLÂNTICA,GR 4 - SUDESTE,-, ,,,,1189120.515625,8166.92722786755, 
360424,0000.00.0168,PARNA do Araguaia,55.9184886799259,incendio,incendio,planet, ,229,8/25/2025 12:00:00 AM,2025,ago,08,incendio,interior,55.9184886799259,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,582130.399414063,7936.67350840908, 
360425,0000.00.0027,APA Morro da Pedreira,417.327424938297,incendio,incendio,planet, ,300,10/29/2025 12:00:00 AM,2025,out,10,incendio,interior,417.327424938297,0,CERRADO,GR 4 - SUDESTE,Núcleo de Gestão Integrada - ICMBio Cipó-Pedreira, ,,,,4713778.5859375,17273.9211185882, 
360426,0000.00.4581,PARNA da Serra do Teixeira,10.7867577285543,incendio,incendio,planet, ,300,10/31/2025 12:00:00 AM,2025,out,10,incendio,interior,10.7867577285543,0,CAATINGA,GR 2 - NORDESTE,-, ,,,,110305.672607422,1587.16274618116,CT Salvador
360427,0000.00.3136,PARNA da Serra do Gandarela,26.0830530266807,incendio,incendio,planet, ,299,10/27/2025 12:00:00 AM,2025,out,10,incendio,interior,26.0830530266807,0,MATA ATLÂNTICA,GR 4 - SUDESTE,-, ,,,,296901.798828125,3489.03947387872, 
360428,0000.00.1683,APA Serra da Meruoca,74.102592085494,incendio,incendio,planet, ,304,11/6/2025 12:00:00 AM,2025,nov,11,incendio,interior,74.102592085494,0,CAATINGA,GR 2 - NORDESTE,Núcleo de Gestão Integrada - ICMBio Sobral, ,,,,748953.25769043,4098.66221253273,CT Fortaleza
360429,0000.00.0139,PARNA da Chapada dos Veadeiros,812.952918846162,incendio,incendio,planet, ,301,11/2/2025 12:00:00 AM,2025,nov,11,incendio,interior,812.952918846162,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,8659920.64404297,24331.9099021042, 
360430,0000.00.0168,PARNA do Araguaia,2033.29638178863,incendio,incendio,planet, ,299,10/28/2025 12:00:00 AM,2025,out,10,incendio,interior,2033.29638178863,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,21241506.2324219,38246.9392208982, 
360431,0000.00.0139,PARNA da Chapada dos Veadeiros,27.0853708345639,incendio,incendio,planet, ,200,7/20/2025 12:00:00 AM,2025,jul,07,incendio,interior,27.0853708345639,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,289930.130371094,8130.57265993368, 
360432,0000.00.0065,ESEC de Uruçuí-Una,18.2529333041833,incendio,incendio,planet, ,299,10/30/2025 12:00:00 AM,2025,out,10,incendio,interior,18.2529333041833,0,CERRADO,GR 2 - NORDESTE,-, ,,,,188250.879394531,1996.8525397174,CT Fortaleza
360433,0000.00.0065,ESEC de Uruçuí-Una,15.3971709471529,incendio,incendio,planet, ,299,10/30/2025 12:00:00 AM,2025,out,10,incendio,interior,15.3971709471529,0,CERRADO,GR 2 - NORDESTE,-, ,,,,158790.723144531,1934.69234770545,CT Fortaleza
360434,0000.00.0168,PARNA do Araguaia,12.2465633486814,queima prescrita,manejo,planet, ,299,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,12.2465633486814,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,127861.720214844,2292.13744202243, 
360435,0000.00.0216,REBIO Nascentes da Serra do Cachimbo,381.148328650198,incendio,incendio,planet, ,278,10/25/2025 12:00:00 AM,2025,out,10,incendio,interior,381.148328650198,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Serra do Cachimbo,CR Oeste d,,,,3933638.9921875,14557.1623365559,CT Itaituba
360436,0000.00.0065,ESEC de Uruçuí-Una,222.17270327739,incendio,incendio,planet, ,302,10/30/2025 12:00:00 AM,2025,out,10,incendio,interior,222.17270327739,0,CERRADO,GR 2 - NORDESTE,-, ,,,,2290962.87353516,11970.3835266719,CT Fortaleza
360437,0000.00.0216,REBIO Nascentes da Serra do Cachimbo,33.2111719484658,incendio,incendio,planet, ,278,10/25/2025 12:00:00 AM,2025,out,10,incendio,interior,33.2111719484658,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Serra do Cachimbo,CR Oeste d,,,,342651.431152344,3114.91521000747,CT Itaituba
360438,0000.00.0065,ESEC de Uruçuí-Una,524.82522532552,incendio,incendio,planet, ,299,10/30/2025 12:00:00 AM,2025,out,10,incendio,interior,524.82522532552,0,CERRADO,GR 2 - NORDESTE,-, ,,,,5412505.34570313,20624.1078514597,CT Fortaleza
360439,0000.00.0089,FLONA de Caxiuanã,37.7879190105507,queima controlada,manejo,planet,Queima do dia 02/12,336,12/28/2025 12:00:00 AM,2025,dez,12,manejo,interior,37.7879190105507,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Breves,CR Belém,,,,380991.194824219,5193.95805578284,CT Belém
360440,0000.00.0065,ESEC de Uruçuí-Una,37.4357675145032,incendio,incendio,planet, ,299,10/30/2025 12:00:00 AM,2025,out,10,incendio,interior,37.4357675145032,0,CERRADO,GR 2 - NORDESTE,-, ,,,,386122.3125,2655.8809534486,CT Fortaleza
360441,0000.00.0065,ESEC de Uruçuí-Una,433.561741243632,incendio,incendio,planet, ,301,10/30/2025 12:00:00 AM,2025,out,10,incendio,interior,433.561741243632,0,CERRADO,GR 2 - NORDESTE,-, ,,,,4470175.27099609,16078.1695967344,CT Fortaleza
360442,0000.00.0065,ESEC de Uruçuí-Una,44.8275522329392,incendio,incendio,planet, ,301,10/30/2025 12:00:00 AM,2025,out,10,incendio,interior,44.8275522329392,0,CERRADO,GR 2 - NORDESTE,-, ,,,,462200.10546875,5284.33896766176,CT Fortaleza
360443,0000.00.3136,PARNA da Serra do Gandarela,33.7844074468802,incendio,incendio,planet, ,300,10/29/2025 12:00:00 AM,2025,out,10,incendio,interior,33.7844074468802,0,MATA ATLÂNTICA,GR 4 - SUDESTE,-, ,,,,384557.840820313,5327.52259445193, 
360444,0000.00.0024,APA Meandros do Rio Araguaia,44.9768409274582,incendio,incendio,planet, ,274,10/6/2025 12:00:00 AM,2025,out,10,incendio,interior,44.9768409274582,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Meandros do Rio Araguaia, ,,,,476239.5078125,3952.81643531345, 
360445,0000.00.0137,PARNA da Chapada Diamantina,78.4705843259664,incendio,incendio,planet, ,292,11/3/2025 12:00:00 AM,2025,nov,11,incendio,interior,78.4705843259664,0,CAATINGA,GR 2 - NORDESTE,-, ,,,,833441.542480469,5948.33793308338,CT Salvador
360446,0000.00.0065,ESEC de Uruçuí-Una,51.2522138902832,incendio,incendio,planet, ,301,10/30/2025 12:00:00 AM,2025,out,10,incendio,interior,51.2522138902832,0,CERRADO,GR 2 - NORDESTE,-, ,,,,528565.449707031,3205.66975748972,CT Fortaleza
360447,0000.00.0065,ESEC de Uruçuí-Una,1.96759119902165,incendio,incendio,planet, ,301,10/30/2025 12:00:00 AM,2025,out,10,incendio,interior,1.96759119902165,0,CERRADO,GR 2 - NORDESTE,-, ,,,,20292.0610351563,677.998664403192,CT Fortaleza
360448,0000.00.0065,ESEC de Uruçuí-Una,29.0285328929338,queima controlada,manejo,planet,Queima do dia 29/10,302,10/30/2025 12:00:00 AM,2025,out,10,manejo,interior,29.0285328929338,0,CERRADO,GR 2 - NORDESTE,-, ,,,,299534.5,3700.34750430309,CT Fortaleza
360449,0000.00.0065,ESEC de Uruçuí-Una,99.1144988831279,queima controlada,manejo,planet,Queima do dia 29/10,302,10/30/2025 12:00:00 AM,2025,out,10,manejo,interior,99.1144988831279,0,CERRADO,GR 2 - NORDESTE,-, ,,,,1022715.51367188,10294.1600309602,CT Fortaleza
360450,0000.00.0065,ESEC de Uruçuí-Una,135.725639457513,incendio,incendio,planet, ,303,11/3/2025 12:00:00 AM,2025,nov,11,incendio,interior,135.725639457513,0,CERRADO,GR 2 - NORDESTE,-, ,,,,1397865.71875,6153.43995499463,CT Fortaleza
360451,0000.00.0168,PARNA do Araguaia,39.4124852939814,incendio,incendio,planet, ,217,7/21/2025 12:00:00 AM,2025,jul,07,incendio,interior,39.4124852939814,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,410125.170410156,3727.85635662818, 
360452,0000.00.0206,REBIO do Guaporé,202.258106332272,gestao de ignicao natural,manejo,planet,Fogo de raio do dia 30/10,303,11/1/2025 12:00:00 AM,2025,nov,11,manejo,interior,202.258106332272,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Cautário-Guaporé, ,,,,2133935.21289063,11017.3099253237,CT Porto Velho
360453,0000.00.0206,REBIO do Guaporé,7.4524697091666,gestao de ignicao natural,manejo,planet,Fogo de raio do dia 30/10,303,11/1/2025 12:00:00 AM,2025,nov,11,manejo,interior,7.4524697091666,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Cautário-Guaporé, ,,,,78633.09375,1249.60120192951,CT Porto Velho
360454,0000.00.0206,REBIO do Guaporé,19.0055076164705,gestao de ignicao natural,manejo,planet,Fogo de raio do dia 30/10,303,11/1/2025 12:00:00 AM,2025,nov,11,manejo,interior,19.0055076164705,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Cautário-Guaporé, ,,,,200508.381835938,1707.95615046846,CT Porto Velho
360455,0000.00.0024,APA Meandros do Rio Araguaia,17.4371915014527,incendio,incendio,planet, ,274,10/6/2025 12:00:00 AM,2025,out,10,incendio,interior,17.4371915014527,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Meandros do Rio Araguaia, ,,,,184583.927734375,2383.4990516847, 
360456,0000.00.0168,PARNA do Araguaia,1199.24404096263,queima prescrita,manejo,planet,Queima entre os dias 17/10 e 26/10,296,10/26/2025 12:00:00 AM,2025,out,10,manejo,interior,1199.24404096263,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,12524611.9545898,39614.1835662315, 
360457,0000.00.0168,PARNA do Araguaia,39.5351377737714,queima prescrita,manejo,planet, ,300,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,39.5351377737714,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,412474.318359375,6626.32074544707, 
360458,0000.00.0168,PARNA do Araguaia,1.50413469480503,queima prescrita,manejo,planet, ,301,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,1.50413469480503,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,15700.3403320313,660.819111508424, 
360459,0000.00.0168,PARNA do Araguaia,626.453680424388,queima prescrita,manejo,planet, ,301,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,626.453680424388,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,6536357.46972656,35121.7169360561, 
360460,0000.00.0168,PARNA do Araguaia,18.9486919594031,queima prescrita,manejo,planet, ,301,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,18.9486919594031,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,197696.803710938,2547.39695358254, 
360461,0000.00.0168,PARNA do Araguaia,1.0310602655867,queima prescrita,manejo,planet, ,301,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,1.0310602655867,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,10757.0805664063,470.63380957212, 
360462,0000.00.0168,PARNA do Araguaia,3.29379343304687,queima prescrita,manejo,planet, ,301,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,3.29379343304687,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,34364.0932617188,774.499581584146, 
360463,0000.00.0168,PARNA do Araguaia,10.4434292996289,queima prescrita,manejo,planet, ,301,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,10.4434292996289,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,108954.124023438,2825.4717004416, 
360464,0000.00.0168,PARNA do Araguaia,295.389361405416,queima prescrita,manejo,planet, ,301,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,295.389361405416,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,3081841.16699219,12688.6780485387, 
360465,0000.00.0168,PARNA do Araguaia,38.7327263948713,queima prescrita,manejo,planet, ,303,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,38.7327263948713,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,404450.174316406,3943.32609155705, 
360466,0000.00.0168,PARNA do Araguaia,71.4060966446681,incendio,incendio,planet, ,225,7/21/2025 12:00:00 AM,2025,jul,07,incendio,interior,71.4060966446681,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,742108.774902344,5970.82314296071, 
360467,0000.00.0168,PARNA do Araguaia,70.6544631833165,queima prescrita,manejo,planet, ,301,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,70.6544631833165,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,737714.62109375,7598.3933176344, 
360468,0000.00.0168,PARNA do Araguaia,22.8957750693973,queima prescrita,manejo,planet, ,301,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,22.8957750693973,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,239025.602539063,3595.70028696119, 
360469,0000.00.0168,PARNA do Araguaia,0.74997513223502,queima prescrita,manejo,planet, ,301,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,0.74997513223502,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,7829.447265625,386.971812717658, 
360470,0000.00.0168,PARNA do Araguaia,76.4403480197293,queima prescrita,manejo,planet, ,301,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,76.4403480197293,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,798138.172851563,7491.06462694515, 
360471,0000.00.0168,PARNA do Araguaia,9.71517128749323,queima prescrita,manejo,planet, ,301,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,9.71517128749323,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,101410.085449219,1581.18999652834, 
360472,0000.00.0168,PARNA do Araguaia,26.9051969842362,queima prescrita,manejo,planet, ,301,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,26.9051969842362,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,280768.696777344,2933.0019923191, 
360473,0000.00.0165,PARNA de São Joaquim,25.1904343941702,queima controlada,manejo,planet,Queima entre os dias 12/08 e 13/08,224,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,25.1904343941702,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,325487.908203125,3648.31833371513, 
360474,0000.00.0168,PARNA do Araguaia,201.951056415542,queima prescrita,manejo,planet, ,301,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,201.951056415542,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,2107842.93847656,13642.8377843385, 
360475,0000.00.0168,PARNA do Araguaia,514.825779265828,queima prescrita,manejo,planet, ,302,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,514.825779265828,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,5370726,19281.845006589, 
360476,0000.00.0168,PARNA do Araguaia,2304.17423392324,queima prescrita,manejo,planet, ,303,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,2304.17423392324,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,24073480.8164063,50848.5489536144, 
360477,0000.00.0168,PARNA do Araguaia,15.690120375444,queima prescrita,manejo,planet, ,303,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,15.690120375444,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,163875.422363281,1944.56891998037, 
360478,0000.00.0266,FLONA do Jamanxim,163.091016750471,queima controlada,manejo,planet,Queima do dia 01/11,305,11/2/2025 12:00:00 AM,2025,nov,11,manejo,interior,163.091016750471,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Serra do Cachimbo,CR Oeste d,,,,1670457.80712891,10132.4681493067,CT Itaituba
360479,0000.00.0165,PARNA de São Joaquim,8.85862058535148,queima controlada,manejo,planet,Queima entre os dias 12/08 e 13/08,224,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,8.85862058535148,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,114542.466796875,2139.31422982727, 
360480,0000.00.0165,PARNA de São Joaquim,5.3235788763539,queima controlada,manejo,planet,Queima entre os dias 12/08 e 13/08,224,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,5.3235788763539,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,68834.013671875,1706.18327170206, 
360481,0000.00.0165,PARNA de São Joaquim,22.463494120438,queima controlada,manejo,planet,Queima entre os dias 12/08 e 13/08,224,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,22.463494120438,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,290165.55859375,4156.2466823087, 
360482,0000.00.0165,PARNA de São Joaquim,2.78351281348856,queima controlada,manejo,planet,Queima entre os dias 12/08 e 13/08,224,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,2.78351281348856,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,35962.31640625,1061.43201172876, 
360483,0000.00.0165,PARNA de São Joaquim,5.72786723306493,queima controlada,manejo,planet,Queima entre os dias 12/08 e 13/08,224,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,5.72786723306493,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,74022.443359375,1311.57282712388, 
360484,0000.00.0165,PARNA de São Joaquim,31.3861441285128,queima controlada,manejo,planet,Queima entre os dias 12/08 e 13/08,224,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,31.3861441285128,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,405570.349609375,4626.26531487893, 
360485,0000.00.0144,PARNA da Serra da Canastra,112.397686498201,incendio,incendio,planet, ,315,11/14/2025 12:00:00 AM,2025,nov,11,incendio,interior,112.397686498201,0,CERRADO,GR 4 - SUDESTE,-, ,,,,1283974.75390625,8157.2363309549, 
360486,0000.00.0144,PARNA da Serra da Canastra,16.6469043789943,queima controlada,manejo,planet,Queima do dia 07/11,311,11/14/2025 12:00:00 AM,2025,nov,11,manejo,interior,16.6469043789943,0,CERRADO,GR 4 - SUDESTE,-, ,,,,190045.243164063,2509.03240059249, 
360487,0000.00.0168,PARNA do Araguaia,217.588851342992,incendio,incendio,planet, ,225,7/21/2025 12:00:00 AM,2025,jul,07,incendio,interior,217.588851342992,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,2261493.66162109,7447.10807649757, 
360488,0000.00.0168,PARNA do Araguaia,30.0329371418002,incendio,incendio,planet, ,225,8/25/2025 12:00:00 AM,2025,ago,08,incendio,interior,30.0329371418002,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,311934.748535156,2535.64825195334, 
360489,0000.00.0168,PARNA do Araguaia,27.8296287539967,incendio,incendio,planet, ,225,7/27/2025 12:00:00 AM,2025,jul,07,incendio,interior,27.8296287539967,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,289146.145507813,2804.1675354477, 
360490,0000.00.0074,ESEC Raso da Catarina,63.5188429206896,incendio,incendio,planet, ,315,11/13/2025 12:00:00 AM,2025,nov,11,incendio,interior,63.5188429206896,0,CAATINGA,GR 2 - NORDESTE,Núcleo de Gestão Integrada - ICMBio Paulo Afonso, ,,,,658631.653808594,8807.41305840121,CT Salvador
360491,0000.00.0139,PARNA da Chapada dos Veadeiros,61.0926527319421,incendio,incendio,planet, ,317,11/18/2025 12:00:00 AM,2025,nov,11,incendio,interior,61.0926527319421,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,652459.501464844,5225.86061225869, 
360492,0000.00.4581,PARNA da Serra do Teixeira,203.43925171551,incendio,incendio,planet, ,309,11/15/2025 12:00:00 AM,2025,nov,11,incendio,interior,203.43925171551,0,CAATINGA,GR 2 - NORDESTE,-, ,,,,2082589.75317383,7197.70686909021,CT Salvador
360493,0000.00.0168,PARNA do Araguaia,276.761911885263,incendio,incendio,planet, ,225,8/25/2025 12:00:00 AM,2025,ago,08,incendio,interior,276.761911885263,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,2874263.89257813,12718.7161424775, 
360494,0000.00.0139,PARNA da Chapada dos Veadeiros,1056.41777629634,incendio,incendio,planet, ,303,11/6/2025 12:00:00 AM,2025,nov,11,incendio,interior,1056.41777629634,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,11270276.9824219,18454.5016389105, 
360495,0000.00.0168,PARNA do Araguaia,1.67848922811881,incendio,incendio,planet, ,225,8/25/2025 12:00:00 AM,2025,ago,08,incendio,interior,1.67848922811881,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,17426.7915039063,665.994021634571, 
360496,0000.00.0065,ESEC de Uruçuí-Una,170.04675334303,queima prescrita,manejo,planet,Queima do dia 10/07,191,7/14/2025 12:00:00 AM,2025,jul,07,manejo,interior,170.04675334303,0,CERRADO,GR 2 - NORDESTE,-, ,,,,1751645.96777344,11547.1924382627,CT Fortaleza
360497,0000.00.0139,PARNA da Chapada dos Veadeiros,122.009350002062,incendio,incendio,planet, ,317,11/18/2025 12:00:00 AM,2025,nov,11,incendio,interior,122.009350002062,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,1303287.10498047,6089.49149317879, 
360498,0000.00.0168,PARNA do Araguaia,64.8010644017249,incendio,incendio,planet, ,217,8/4/2025 12:00:00 AM,2025,ago,08,incendio,interior,64.8010644017249,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,674324.265625,4876.03531981698, 
360499,0000.00.0168,PARNA do Araguaia,316.745495282261,incendio,incendio,planet, ,222,8/25/2025 12:00:00 AM,2025,ago,08,incendio,interior,316.745495282261,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,3294958.16601563,13797.0461800512, 
360500,0000.00.0168,PARNA do Araguaia,17.6845371092257,incendio,incendio,planet, ,274,8/4/2025 12:00:00 AM,2025,ago,08,incendio,interior,17.6845371092257,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,184023.103515625,2340.06873887038, 
360501,0000.00.0168,PARNA do Araguaia,16.4395828896343,incendio,incendio,planet, ,217,8/4/2025 12:00:00 AM,2025,ago,08,incendio,interior,16.4395828896343,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,171074.157714844,1961.34467096179, 
360502,0000.00.0168,PARNA do Araguaia,8.7143575676026,incendio,incendio,planet, ,274,8/25/2025 12:00:00 AM,2025,ago,08,incendio,interior,8.7143575676026,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,90674.1528320313,1418.45294375496, 
360503,0000.00.0168,PARNA do Araguaia,12.7708485217416,incendio,incendio,planet, ,274,8/4/2025 12:00:00 AM,2025,ago,08,incendio,interior,12.7708485217416,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,132883.032226563,1572.69219754385, 
360504,0000.00.0168,PARNA do Araguaia,341.056228466114,incendio,incendio,planet, ,225,10/26/2025 12:00:00 AM,2025,out,10,incendio,interior,341.056228466114,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,3536897.12939453,13537.0974080703, 
360505,0000.00.0168,PARNA do Araguaia,74.1660550578839,incendio,incendio,planet, ,217,8/4/2025 12:00:00 AM,2025,ago,08,incendio,interior,74.1660550578839,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,771426.445800781,4175.84691356674, 
360506,0000.00.0168,PARNA do Araguaia,153.30259002716,incendio,incendio,planet, ,225,10/26/2025 12:00:00 AM,2025,out,10,incendio,interior,153.30259002716,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,1589853.78808594,8483.5983719657, 
360507,0000.00.0168,PARNA do Araguaia,18.5760670311373,incendio,incendio,planet, ,217,8/4/2025 12:00:00 AM,2025,ago,08,incendio,interior,18.5760670311373,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,193308.497070313,1847.39140389225, 
360508,0000.00.0168,PARNA do Araguaia,204.285724896322,incendio,incendio,planet, ,225,10/26/2025 12:00:00 AM,2025,out,10,incendio,interior,204.285724896322,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,2118565.25341797,9334.42654679467, 
360509,0000.00.0168,PARNA do Araguaia,100.880727975283,incendio,incendio,planet, ,225,8/5/2025 12:00:00 AM,2025,ago,08,incendio,interior,100.880727975283,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,1048918.32519531,6252.00604393971, 
360510,0000.00.0168,PARNA do Araguaia,15360.8272938559,incendio,incendio,planet, ,279,10/26/2025 12:00:00 AM,2025,out,10,incendio,interior,15360.8272938559,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,159782423.027344,139041.992276804, 
360511,0000.00.0168,PARNA do Araguaia,33.8617035233965,incendio,incendio,planet, ,216,8/5/2025 12:00:00 AM,2025,ago,08,incendio,interior,33.8617035233965,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,352149.286621094,2665.4165930312, 
360512,0000.00.0168,PARNA do Araguaia,23.8981455550829,incendio,incendio,planet, ,225,8/5/2025 12:00:00 AM,2025,ago,08,incendio,interior,23.8981455550829,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,248205.052246094,2756.29208498996, 
360513,0000.00.0168,PARNA do Araguaia,137.706891125577,incendio,incendio,planet, ,274,8/25/2025 12:00:00 AM,2025,ago,08,incendio,interior,137.706891125577,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,1432902.49609375,7133.90798797295, 
